6.86E-01,2.15E+00,4.41E+00,8.65E-01,8.79E-01,1.03E+01,1.23E+00,1.41E+00
8.74E-01,9.86E-01,9.11E+00,6.59E-01,8.08E-01,8.66E+00,4.28E+00,2.58E+00
1.78E+00,5.39E-01,2.14E+00,2.36E-01,8.35E-01,5.19E+00,5.02E+00,1.04E+01
1.17E+00,1.10E+00,3.05E+00,3.04E-01,1.20E+00,5.24E+00,5.57E+00,4.81E+00
1.11E+00,1.52E+00,3.53E+00,9.83E-01,9.68E-01,4.91E+00,2.10E+00,1.61E+00
1.02E+00,9.66E-01,2.00E+00,6.24E-01,6.53E-01,1.14E+01,1.43E+00,1.73E+00
1.22E+00,1.24E+00,2.26E+00,5.95E-01,5.88E-01,7.78E+00,2.22E+00,9.43E+00
1.40E+00,3.24E+00,3.12E+00,4.46E-01,1.01E+00,8.31E+00,2.23E+00,4.95E+00
1.61E+00,9.74E-01,3.56E+00,4.66E-01,5.77E-01,5.11E+00,2.58E+00,6.39E+00
